userid,itemid,rating,age,gender,occupation,zip,movietitle,releasedate
95,117,4,31,M,administrator,10707,"Rock, The (1996)",07/06/1996
85,8,4,51,M,educator,20003,Babe (1995),01/01/1995
344,87,4,30,F,librarian,94117,Searching for Bobby Fischer (1993),01/01/1993
308,183,4,60,M,retired,95076,Alien (1979),01/01/1979
378,196,4,35,M,student,2859,Dead Poets Society (1989),01/01/1989
94,806,4,26,M,student,71457,Menace II Society (1993),01/01/1993
97,168,4,43,M,artist,98006,Monty Python and the Holy Grail (1974),01/01/1974
58,240,4,27,M,programmer,52246,Beavis and Butt-head Do America (1996),20/12/1996
60,186,4,50,M,healthcare,6472,"Blues Brothers, The (1980)",01/01/1980
218,654,4,37,M,administrator,6513,Chinatown (1974),01/01/1974
367,760,4,17,M,student,37411,Screamers (1995),01/01/1995
224,387,4,31,F,educator,43512,"Age of Innocence, The (1993)",01/01/1993
7,637,4,57,M,administrator,91344,"Howling, The (1981)",01/01/1981
357,294,4,26,M,executive,98133,Liar Liar (1997),21/03/1997
7,624,4,57,M,administrator,91344,"Three Caballeros, The (1945)",01/01/1945
373,151,4,24,F,other,55116,Willy Wonka and the Chocolate Factory (1971),01/01/1971
378,215,4,35,M,student,2859,Field of Dreams (1989),01/01/1989
350,530,4,32,M,student,97301,"Man Who Would Be King, The (1975)",01/01/1975
271,52,4,51,M,engineer,22932,"Madness of King George, The (1994)",01/01/1994
64,582,4,32,M,educator,43202,"Piano, The (1993)",01/01/1993
232,181,4,45,M,scientist,99709,Return of the Jedi (1983),14/03/1997
328,234,4,51,M,administrator,6779,Jaws (1975),01/01/1975
233,654,4,38,M,engineer,98682,Chinatown (1974),01/01/1974
235,346,4,37,M,educator,22973,Jackie Brown (1997),01/01/1997
378,542,4,35,M,student,2859,Pocahontas (1995),01/01/1995
194,185,4,38,M,administrator,2154,Psycho (1960),01/01/1960
1,163,4,24,M,technician,85711,"Return of the Pink Panther, The (1974)",01/01/1974
286,50,4,27,M,student,15217,Star Wars (1977),01/01/1977
21,844,4,26,M,writer,30068,Freeway (1996),23/08/1996
299,318,4,29,M,doctor,63108,Schindler's List (1993),01/01/1993
232,194,4,45,M,scientist,99709,"Sting, The (1973)",01/01/1973
194,527,4,38,M,administrator,2154,Gandhi (1982),01/01/1982
163,64,4,49,M,administrator,97212,"Shawshank Redemption, The (1994)",01/01/1994
64,229,4,32,M,educator,43202,Star Trek III: The Search for Spock (1984),01/01/1984
173,260,4,56,M,other,22306,Event Horizon (1997),01/01/1997
210,176,4,39,M,engineer,3060,Aliens (1986),01/01/1986
281,538,4,15,F,student,6059,Anastasia (1997),01/01/1997
236,111,4,44,F,writer,53214,"Truth About Cats & Dogs, The (1996)",26/04/1996
297,1296,4,29,F,educator,98103,Indian Summer (1996),01/01/1996
318,88,4,65,M,retired,6518,Sleepless in Seattle (1993),01/01/1993
264,4,4,36,F,writer,90064,Get Shorty (1995),01/01/1995
128,190,4,24,F,marketing,20009,Henry V (1989),01/01/1989
158,163,4,50,M,educator,27606,"Return of the Pink Panther, The (1974)",01/01/1974
83,609,4,40,M,other,44133,Father of the Bride (1950),01/01/1950
214,313,4,26,F,librarian,11231,Titanic (1997),01/01/1997
178,83,4,26,M,other,49512,Much Ado About Nothing (1993),01/01/1993
60,480,4,50,M,healthcare,6472,North by Northwest (1959),01/01/1959
296,238,4,43,F,administrator,16803,Raising Arizona (1987),01/01/1987
362,258,4,35,F,homemaker,85233,Contact (1997),11/07/1997
318,501,4,65,M,retired,6518,Dumbo (1941),01/01/1941
293,1147,4,24,M,writer,60804,My Family (1995),01/01/1995
327,238,4,22,M,student,11101,Raising Arizona (1987),01/01/1987
31,321,4,24,M,artist,10003,Mother (1996),25/12/1996
352,216,4,37,F,programmer,55105,When Harry Met Sally... (1989),01/01/1989
105,272,4,24,M,engineer,94043,Good Will Hunting (1997),01/01/1997
311,161,4,32,M,technician,73071,Top Gun (1986),01/01/1986
60,660,4,50,M,healthcare,6472,Fried Green Tomatoes (1991),01/01/1991
109,223,4,29,M,other,55423,Sling Blade (1996),22/11/1996
311,418,4,32,M,technician,73071,Cinderella (1950),01/01/1950
99,369,4,20,M,student,63129,Black Sheep (1996),02/02/1996
56,73,4,25,M,librarian,46260,Maverick (1994),01/01/1994
83,720,4,40,M,other,44133,First Knight (1995),01/01/1995
363,183,4,20,M,student,87501,Alien (1979),01/01/1979
280,499,4,30,F,librarian,22903,Cat on a Hot Tin Roof (1958),01/01/1958
256,728,4,35,F,none,39042,Junior (1994),01/01/1994
262,22,4,19,F,student,78264,Braveheart (1995),16/02/1996
337,1133,4,37,M,scientist,10522,Escape to Witch Mountain (1975),01/01/1975
25,151,4,39,M,engineer,55107,Willy Wonka and the Chocolate Factory (1971),01/01/1971
262,98,4,19,F,student,78264,"Silence of the Lambs, The (1991)",01/01/1991
385,606,4,36,M,writer,10003,All About Eve (1950),01/01/1950
62,235,4,27,F,administrator,97214,Mars Attacks! (1996),13/12/1996
92,189,4,32,M,entertainment,80525,"Grand Day Out, A (1992)",01/01/1992
92,191,4,32,M,entertainment,80525,Amadeus (1984),01/01/1984
239,497,4,39,M,artist,95628,Bringing Up Baby (1938),01/01/1938
85,1153,4,51,M,educator,20003,Backbeat (1993),01/01/1993
298,993,4,44,M,executive,1581,Hercules (1997),27/06/1997
374,292,4,36,M,executive,78746,Rosewood (1997),21/02/1997
56,746,4,25,M,librarian,46260,Real Genius (1985),01/01/1985
303,582,4,19,M,student,14853,"Piano, The (1993)",01/01/1993
194,58,4,38,M,administrator,2154,Quiz Show (1994),01/01/1994
311,188,4,32,M,technician,73071,Full Metal Jacket (1987),01/01/1987
11,744,4,39,F,other,30329,Michael Collins (1996),11/10/1996
158,825,4,50,M,educator,27606,"Arrival, The (1996)",31/05/1996
215,210,4,35,M,programmer,63033,Indiana Jones and the Last Crusade (1989),01/01/1989
311,402,4,32,M,technician,73071,Ghost (1990),01/01/1990
330,255,4,35,F,educator,33884,My Best Friend's Wedding (1997),20/06/1997
1,210,4,24,M,technician,85711,Indiana Jones and the Last Crusade (1989),01/01/1989
327,127,4,22,M,student,11101,"Godfather, The (1972)",01/01/1972
253,282,4,26,F,librarian,22903,"Time to Kill, A (1996)",13/07/1996
318,12,4,65,M,retired,6518,"Usual Suspects, The (1995)",14/08/1995
219,546,4,32,M,programmer,43212,Broken Arrow (1996),09/02/1996
54,273,4,22,M,executive,66315,Heat (1995),01/01/1995
178,89,4,26,M,other,49512,Blade Runner (1982),01/01/1982
364,690,4,63,M,engineer,1810,Seven Years in Tibet (1997),01/01/1997
10,156,4,53,M,lawyer,90703,Reservoir Dogs (1992),01/01/1992
308,822,4,60,M,retired,95076,Faces (1968),01/01/1968
82,310,4,50,M,programmer,22902,"Rainmaker, The (1997)",01/01/1997
359,751,4,22,M,student,61801,Tomorrow Never Dies (1997),01/01/1997
213,684,4,33,M,executive,55345,In the Line of Fire (1993),01/01/1993
381,647,4,33,M,artist,94608,Ran (1985),01/01/1985
354,268,4,29,F,librarian,48197,Chasing Amy (1997),01/01/1997
151,736,4,38,F,administrator,48103,Shadowlands (1993),01/01/1993
6,199,4,42,M,executive,98101,"Bridge on the River Kwai, The (1957)",01/01/1957
311,515,4,32,M,technician,73071,"Boot, Das (1981)",04/04/1997
348,975,4,24,F,student,45660,Fear (1996),12/04/1996
92,190,4,32,M,entertainment,80525,Henry V (1989),01/01/1989
291,72,4,19,M,student,44106,"Mask, The (1994)",01/01/1994
13,615,4,47,M,educator,29206,"39 Steps, The (1935)",01/01/1935
5,227,4,33,F,other,15213,Star Trek VI: The Undiscovered Country (1991),01/01/1991
72,265,4,48,F,administrator,73034,"Hunt for Red October, The (1990)",01/01/1990
361,498,4,22,M,student,44074,"African Queen, The (1951)",01/01/1951
92,129,4,32,M,entertainment,80525,Bound (1996),04/10/1996
299,1039,4,29,M,doctor,63108,Hamlet (1996),24/01/1997
322,318,4,20,M,student,50613,Schindler's List (1993),01/01/1993
373,420,4,24,F,other,55116,Alice in Wonderland (1951),01/01/1951
276,751,4,21,M,student,95064,Tomorrow Never Dies (1997),01/01/1997
328,218,4,51,M,administrator,6779,Cape Fear (1991),01/01/1991
92,31,4,32,M,entertainment,80525,Crimson Tide (1995),01/01/1995
270,13,4,18,F,student,63119,Mighty Aphrodite (1995),30/10/1995
305,557,4,23,M,programmer,94086,Farinelli: il castrato (1994),01/01/1994
59,169,4,49,M,educator,8403,"Wrong Trousers, The (1993)",01/01/1993
365,287,4,29,M,lawyer,20009,Marvin's Room (1996),18/12/1996
75,137,4,24,M,entertainment,8816,Big Night (1996),20/09/1996
178,367,4,26,M,other,49512,Clueless (1995),01/01/1995
92,11,4,32,M,entertainment,80525,Seven (Se7en) (1995),01/01/1995
18,186,4,35,F,other,37212,"Blues Brothers, The (1980)",01/01/1980
1,184,4,24,M,technician,85711,Army of Darkness (1993),01/01/1993
13,720,4,47,M,educator,29206,First Knight (1995),01/01/1995
94,1044,4,26,M,student,71457,"Paper, The (1994)",01/01/1994
295,226,4,31,M,educator,50325,Die Hard 2 (1990),01/01/1990
387,180,4,33,M,entertainment,37412,Apocalypse Now (1979),01/01/1979
326,566,4,41,M,administrator,15235,Clear and Present Danger (1994),01/01/1994
291,28,4,19,M,student,44106,Apollo 13 (1995),01/01/1995
178,99,4,26,M,other,49512,Snow White and the Seven Dwarfs (1937),01/01/1937
158,176,4,50,M,educator,27606,Aliens (1986),01/01/1986
201,596,4,27,M,writer,E2A4H,"Hunchback of Notre Dame, The (1996)",21/06/1996
6,183,4,42,M,executive,98101,Alien (1979),01/01/1979
293,425,4,24,M,writer,60804,Bob Roberts (1992),01/01/1992
1,157,4,24,M,technician,85711,Platoon (1986),01/01/1986
266,272,4,62,F,administrator,78756,Good Will Hunting (1997),01/01/1997
346,546,4,34,M,other,76059,Broken Arrow (1996),09/02/1996
99,676,4,20,M,student,63129,"Crucible, The (1996)",27/11/1996
303,186,4,19,M,student,14853,"Blues Brothers, The (1980)",01/01/1980
43,49,4,29,F,librarian,20854,I.Q. (1994),01/01/1994
92,581,4,32,M,entertainment,80525,Kalifornia (1993),01/01/1993
321,135,4,49,F,educator,55413,2001: A Space Odyssey (1968),01/01/1968
265,125,4,26,M,executive,84601,Phenomenon (1996),29/06/1996
79,6,4,39,F,administrator,3755,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),01/01/1995
72,509,4,48,F,administrator,73034,My Left Foot (1989),01/01/1989
373,427,4,24,F,other,55116,To Kill a Mockingbird (1962),01/01/1962
236,596,4,44,F,writer,53214,"Hunchback of Notre Dame, The (1996)",21/06/1996
178,204,4,26,M,other,49512,Back to the Future (1985),01/01/1985
37,24,4,23,M,student,55105,Rumble in the Bronx (1995),23/02/1996
235,135,4,37,M,educator,22973,2001: A Space Odyssey (1968),01/01/1968
268,209,4,24,M,engineer,19422,This Is Spinal Tap (1984),01/01/1984
59,202,4,49,M,educator,8403,Groundhog Day (1993),01/01/1993
378,272,4,35,M,student,2859,Good Will Hunting (1997),01/01/1997
119,209,4,32,M,programmer,67401,This Is Spinal Tap (1984),01/01/1984
286,354,4,27,M,student,15217,"Wedding Singer, The (1998)",13/02/1998
190,269,4,30,M,administrator,95938,"Full Monty, The (1997)",01/01/1997
374,581,4,36,M,executive,78746,Kalifornia (1993),01/01/1993
29,1018,4,41,M,programmer,94043,Tie Me Up! Tie Me Down! (1990),01/01/1990
344,1007,4,30,F,librarian,94117,Waiting for Guffman (1996),31/01/1997
387,199,4,33,M,entertainment,37412,"Bridge on the River Kwai, The (1957)",01/01/1957
290,164,4,40,M,engineer,93550,"Abyss, The (1989)",01/01/1989
380,132,4,32,M,engineer,55117,"Wizard of Oz, The (1939)",01/01/1939
83,768,4,40,M,other,44133,Casper (1995),01/01/1995
178,183,4,26,M,other,49512,Alien (1979),01/01/1979
178,342,4,26,M,other,49512,"Man Who Knew Too Little, The (1997)",01/01/1997
297,273,4,29,F,educator,98103,Heat (1995),01/01/1995
299,1020,4,29,M,doctor,63108,Gaslight (1944),01/01/1944
184,511,4,37,M,librarian,76013,Lawrence of Arabia (1962),01/01/1962
178,1169,4,26,M,other,49512,Fresh (1994),01/01/1994
195,1089,4,42,M,scientist,93555,Speed 2: Cruise Control (1997),13/06/1997
30,255,4,7,M,student,55436,My Best Friend's Wedding (1997),20/06/1997
178,566,4,26,M,other,49512,Clear and Present Danger (1994),01/01/1994
83,932,4,40,M,other,44133,First Kid (1996),30/08/1996
200,685,4,40,M,programmer,93402,Executive Decision (1996),09/03/1996
389,955,4,44,F,writer,83702,Before Sunrise (1995),01/01/1995
65,661,4,51,F,educator,48118,High Noon (1952),01/01/1952
273,690,4,50,F,other,10016,Seven Years in Tibet (1997),01/01/1997
85,492,4,51,M,educator,20003,East of Eden (1955),01/01/1955
18,463,4,35,F,other,37212,"Secret of Roan Inish, The (1994)",01/01/1994
308,45,4,60,M,retired,95076,Eat Drink Man Woman (1994),01/01/1994
210,25,4,39,M,engineer,3060,"Birdcage, The (1996)",08/03/1996
302,307,4,42,M,educator,77904,"Devil's Advocate, The (1997)",01/01/1997
15,864,4,49,F,educator,97301,My Fellow Americans (1996),20/12/1996
125,116,4,30,M,lawyer,22202,Cold Comfort Farm (1995),23/04/1996
260,682,4,40,F,artist,89801,I Know What You Did Last Summer (1997),17/10/1997
249,174,4,25,M,student,84103,Raiders of the Lost Ark (1981),01/01/1981
385,367,4,36,M,writer,10003,Clueless (1995),01/01/1995
373,625,4,24,F,other,55116,"Sword in the Stone, The (1963)",01/01/1963
387,414,4,33,M,entertainment,37412,My Favorite Year (1982),01/01/1982
45,15,4,29,M,programmer,50233,Mr. Holland's Opus (1995),29/01/1996
41,69,4,33,M,engineer,80525,Forrest Gump (1994),01/01/1994
243,387,4,33,M,educator,60201,"Age of Innocence, The (1993)",01/01/1993
6,499,4,42,M,executive,98101,Cat on a Hot Tin Roof (1958),01/01/1958
76,1158,4,20,M,student,2215,"Fille seule, La (A Single Girl) (1995)",30/10/1996
99,1067,4,20,M,student,63129,Bottle Rocket (1996),21/02/1996
340,186,4,46,M,engineer,80123,"Blues Brothers, The (1980)",01/01/1980
246,1,4,19,M,student,28734,Toy Story (1995),01/01/1995
128,238,4,24,F,marketing,20009,Raising Arizona (1987),01/01/1987
371,24,4,36,M,engineer,99206,Rumble in the Bronx (1995),23/02/1996
85,449,4,51,M,educator,20003,Star Trek: The Motion Picture (1979),01/01/1979
72,504,4,48,F,administrator,73034,Bonnie and Clyde (1967),01/01/1967
344,288,4,30,F,librarian,94117,Scream (1996),20/12/1996
326,399,4,41,M,administrator,15235,"Three Musketeers, The (1993)",01/01/1993
246,588,4,19,M,student,28734,Beauty and the Beast (1991),01/01/1991
272,498,4,33,M,scientist,53706,"African Queen, The (1951)",01/01/1951
237,83,4,49,M,administrator,63146,Much Ado About Nothing (1993),01/01/1993
281,877,4,15,F,student,6059,Excess Baggage (1997),01/01/1997
7,177,4,57,M,administrator,91344,"Good, The Bad and The Ugly, The (1966)",01/01/1966
7,471,4,57,M,administrator,91344,Courage Under Fire (1996),08/03/1996
236,237,4,44,F,writer,53214,Jerry Maguire (1996),13/12/1996
61,1127,4,36,M,engineer,30040,"Truman Show, The (1998)",01/01/1998
256,181,4,35,F,none,39042,Return of the Jedi (1983),14/03/1997
279,571,4,33,M,programmer,85251,Another Stakeout (1993),01/01/1993
387,520,4,33,M,entertainment,37412,"Great Escape, The (1963)",01/01/1963
231,252,4,48,M,librarian,1080,"Lost World: Jurassic Park, The (1997)",23/05/1997
303,473,4,19,M,student,14853,James and the Giant Peach (1996),12/04/1996
323,151,4,21,M,student,19149,Willy Wonka and the Chocolate Factory (1971),01/01/1971
90,995,4,60,M,educator,78155,"Kiss Me, Guido (1997)",01/01/1997
354,657,4,29,F,librarian,48197,"Manchurian Candidate, The (1962)",01/01/1962
284,328,4,40,M,executive,92629,Conspiracy Theory (1997),08/08/1997
349,847,4,68,M,retired,61455,Looking for Richard (1996),11/10/1996
177,508,4,20,M,programmer,19104,"People vs. Larry Flynt, The (1996)",27/12/1996
289,24,4,11,M,none,94619,Rumble in the Bronx (1995),23/02/1996
210,403,4,39,M,engineer,3060,Batman (1989),01/01/1989
147,340,4,40,F,librarian,2143,Boogie Nights (1997),01/01/1997
339,28,4,35,M,lawyer,37901,Apollo 13 (1995),01/01/1995
301,7,4,24,M,student,55439,Twelve Monkeys (1995),01/01/1995
357,833,4,26,M,executive,98133,Bulletproof (1996),06/09/1996
316,197,4,43,F,other,77009,"Graduate, The (1967)",01/01/1967
293,164,4,24,M,writer,60804,"Abyss, The (1989)",01/01/1989
371,177,4,36,M,engineer,99206,"Good, The Bad and The Ugly, The (1966)",01/01/1966
178,195,4,26,M,other,49512,"Terminator, The (1984)",01/01/1984
56,189,4,25,M,librarian,46260,"Grand Day Out, A (1992)",01/01/1992
64,202,4,32,M,educator,43202,Groundhog Day (1993),01/01/1993
387,58,4,33,M,entertainment,37412,Quiz Show (1994),01/01/1994
204,1194,4,52,F,librarian,10960,Once Were Warriors (1994),01/01/1994
329,300,4,48,M,educator,1720,Air Force One (1997),01/01/1997
124,226,4,34,M,student,60615,Die Hard 2 (1990),01/01/1990
204,482,4,52,F,librarian,10960,Some Like It Hot (1959),01/01/1959
196,111,4,49,M,writer,55105,"Truth About Cats & Dogs, The (1996)",26/04/1996
94,942,4,26,M,student,71457,What's Love Got to Do with It (1993),01/01/1993
268,357,4,24,M,engineer,19422,One Flew Over the Cuckoo's Nest (1975),01/01/1975
389,176,4,44,F,writer,83702,Aliens (1986),01/01/1986
233,205,4,38,M,engineer,98682,Patton (1970),01/01/1970
178,8,4,26,M,other,49512,Babe (1995),01/01/1995
7,450,4,57,M,administrator,91344,Star Trek V: The Final Frontier (1989),01/01/1989
290,755,4,40,M,engineer,93550,Jumanji (1995),01/01/1995
82,529,4,50,M,programmer,22902,My Life as a Dog (Mitt liv som hund) (1985),01/01/1985
301,686,4,24,M,student,55439,"Perfect World, A (1993)",01/01/1993
190,222,4,30,M,administrator,95938,Star Trek: First Contact (1996),22/11/1996
271,510,4,51,M,engineer,22932,"Magnificent Seven, The (1954)",01/01/1954
87,229,4,47,M,administrator,89503,Star Trek III: The Search for Spock (1984),01/01/1984
94,1,4,26,M,student,71457,Toy Story (1995),01/01/1995
11,185,4,39,F,other,30329,Psycho (1960),01/01/1960
378,162,4,35,M,student,2859,On Golden Pond (1981),01/01/1981
109,393,4,29,M,other,55423,Mrs. Doubtfire (1993),01/01/1993
271,866,4,51,M,engineer,22932,Michael (1996),25/12/1996
169,133,4,52,F,other,53705,Gone with the Wind (1939),01/01/1939
253,742,4,26,F,librarian,22903,Ransom (1996),08/11/1996
114,496,4,27,M,programmer,75013,It's a Wonderful Life (1946),01/01/1946
87,318,4,47,M,administrator,89503,Schindler's List (1993),01/01/1993
94,588,4,26,M,student,71457,Beauty and the Beast (1991),01/01/1991
95,111,4,31,M,administrator,10707,"Truth About Cats & Dogs, The (1996)",26/04/1996
65,526,4,51,F,educator,48118,Ben-Hur (1959),01/01/1959
90,1197,4,60,M,educator,78155,"Family Thing, A (1996)",23/03/1996
73,100,4,24,M,student,41850,Fargo (1996),14/02/1997
210,484,4,39,M,engineer,3060,"Maltese Falcon, The (1941)",01/01/1941
271,1101,4,51,M,engineer,22932,Six Degrees of Separation (1993),01/01/1993
380,1449,4,32,M,engineer,55117,Pather Panchali (1955),22/03/1996
381,495,4,33,M,artist,94608,Around the World in 80 Days (1956),01/01/1956
215,222,4,35,M,programmer,63033,Star Trek: First Contact (1996),22/11/1996
213,678,4,33,M,executive,55345,Volcano (1997),25/04/1997
130,240,4,20,M,none,60115,Beavis and Butt-head Do America (1996),20/12/1996
339,154,4,35,M,lawyer,37901,Monty Python's Life of Brian (1979),01/01/1979
332,978,4,20,M,student,40504,Heaven's Prisoners (1996),10/05/1996
236,148,4,44,F,writer,53214,"Ghost and the Darkness, The (1996)",11/10/1996
246,719,4,19,M,student,28734,Canadian Bacon (1994),01/01/1994
11,652,4,39,F,other,30329,Rosencrantz and Guildenstern Are Dead (1990),01/01/1990
224,846,4,31,F,educator,43512,To Gillian on Her 37th Birthday (1996),18/10/1996
106,285,4,61,M,retired,55125,Secrets & Lies (1996),04/10/1996
94,537,4,26,M,student,71457,My Own Private Idaho (1991),01/01/1991
129,269,4,36,F,marketing,7039,"Full Monty, The (1997)",01/01/1997
178,500,4,26,M,other,49512,Fly Away Home (1996),13/09/1996
186,257,4,39,F,executive,0,Men in Black (1997),04/07/1997
293,445,4,24,M,writer,60804,"Body Snatcher, The (1945)",01/01/1945
